1167,154,499.2820845,0,0,0
868.9,169.4,499.9104026,0,0,0
854.32,-130.35,499.8580429,0,0,0
491.9,-133.3,487.9,-180,0,-90
491.9,-1.316,487.9,-180,0,-90
